tx_id,date,product,base_cost,competitor_price,price,promotion,marketing,seasonality,day_of_week,elasticity,demand,revenue
582,2023-05-08,P5,27.76,35.39,32.43,0,1490.93,5,0,-1.182,46.79,1517.4
583,2023-08-22,P19,30.79,44.38,33.81,1,1662.62,8,1,-0.376,156.03,5275.37
584,2023-09-11,P3,12.64,16.62,15.64,0,1116.33,9,0,-2.51,24.96,390.37
585,2023-05-29,P17,41.36,51.3,48.74,0,1404.28,5,0,-2.814,16.36,797.39
586,2023-10-07,P4,15.72,14.23,14.03,0,101.82,10,5,-1.301,32.37,454.15
587,2023-02-24,P12,35.89,50.81,53.6,1,1545.24,2,4,-2.403,6.73,360.73
588,2023-05-28,P13,32.81,33.73,39.18,0,72.75,5,6,-2.672,6.03,236.26
589,2023-04-03,P6,38.45,49.44,42.36,0,1608.65,4,0,-2.993,25.16,1065.78
590,2023-11-24,P16,13.51,18.17,20.4,0,492.34,11,4,-1.8,9.47,193.19
591,2023-11-21,P15,16.4,20.77,17.94,1,1348.44,11,1,-1.712,22.21,398.45
592,2023-08-18,P7,35.78,53.28,54.69,0,1012.33,8,4,-0.52,35.74,1954.62
593,2023-07-30,P19,39.73,48.35,42.52,0,1150.57,7,6,-1.606,30.23,1285.38
594,2023-07-18,P4,6.51,7.31,8.46,0,98.93,7,1,-0.608,56.51,478.07
595,2023-04-06,P16,8.64,9.22,8.07,0,16.76,4,3,-0.984,31.11,251.06
596,2023-12-29,P10,46.19,63.34,66.42,1,1993.46,12,4,-2.038,28.58,1898.28
597,2023-07-08,P5,22.33,21.77,18.76,0,691.99,7,5,-2.762,14.56,273.15
598,2023-05-05,P8,29.44,28.12,30.4,0,1385.64,5,4,-0.508,31.02,943.01
599,2023-02-14,P15,26.08,24.88,25.09,0,603.1,2,1,-1.645,21.16,530.9
600,2023-09-21,P18,36.04,36.76,32.96,1,466.2,9,3,-1.916,26.47,872.45
601,2023-05-22,P2,38.64,36.1,41.07,1,18.7,5,0,-2.078,9.71,398.79
602,2023-05-21,P12,40.79,48.61,44.39,0,291.66,5,6,-0.893,24.9,1105.31
603,2023-12-23,P8,17.23,20.41,23.71,0,746.25,12,5,-2.215,11.14,264.13
604,2023-09-21,P12,5.22,7.03,7.8,0,9.18,9,3,-0.964,26.83,209.27
605,2023-04-01,P3,6.65,6.9,7.04,0,542.47,4,5,-0.993,63.36,446.05
606,2023-07-12,P3,42.73,63.35,59.94,0,1332.29,7,2,-1.241,44.44,2663.73
607,2023-03-05,P11,45.03,48.48,45.02,0,791.41,3,6,-1.4,39.91,1796.75
608,2023-02-17,P15,45.09,52.43,52.85,0,978.5,2,4,-2.493,14.73,778.48
609,2023-03-09,P20,41.38,49.94,59.62,0,1353.57,3,3,-0.783,51.23,3054.33
610,2023-05-09,P13,14.34,15.47,17.11,0,1381.49,5,1,-1.753,18.15,310.55
611,2023-10-15,P20,27.29,39.92,37.39,1,1140.7,10,6,-0.454,88.6,3312.75
612,2023-04-09,P19,7.5,9.7,7.81,0,1975.81,4,6,-0.573,72.01,562.4
613,2023-03-08,P4,22.13,20.39,21.71,0,454.93,3,2,-0.249,105.72,2295.18
614,2023-03-09,P6,13.84,20.22,18.53,0,1555.9,3,3,-1.467,17.9,331.69
615,2023-05-23,P15,26.44,39.17,31.75,0,1016.46,5,1,-1.461,37.87,1202.37
616,2023-03-03,P15,43.6,41.95,49.64,0,840.01,3,4,-2.354,20.95,1039.96
617,2023-04-24,P14,11.54,10.75,11.05,0,414.9,4,0,-2.377,13.94,154.04
618,2023-01-06,P8,25.96,37.01,43.05,0,1068.66,1,4,-0.598,25.41,1093.9
619,2023-01-07,P18,45.87,63.95,53.24,0,914.71,1,5,-0.452,103.32,5500.76
620,2023-10-02,P19,14.64,14.2,14.77,0,1719.17,10,0,-0.302,74.27,1096.97
621,2023-06-15,P14,15.19,14.35,11.76,0,380.72,6,3,-1.531,60.47,711.13
622,2023-06-21,P9,11.82,16.36,15.27,0,536.42,6,2,-2.015,0.0,0.0
623,2023-12-03,P8,12.11,16.97,19.45,0,1603.13,12,6,-0.372,83.63,1626.6
624,2023-10-17,P18,28.59,39.45,39.54,0,907.58,10,1,-0.403,119.11,4709.61
625,2023-05-17,P19,44.6,62.25,66.87,0,168.4,5,2,-1.904,11.16,746.27
626,2023-07-17,P10,7.66,8.54,7.59,0,802.6,7,0,-2.323,17.15,130.17
627,2023-06-16,P15,35.83,43.79,33.76,1,792.14,6,4,-1.784,18.09,610.72
628,2023-04-22,P10,26.61,33.22,38.49,0,433.57,4,5,-0.649,64.0,2463.36
629,2023-09-05,P14,34.15,35.66,29.15,0,1997.33,9,1,-2.593,34.14,995.18
630,2023-02-23,P17,33.34,32.78,36.75,0,1791.63,2,3,-2.305,37.77,1388.05
631,2023-09-21,P14,36.51,43.87,47.55,0,1657.48,9,3,-2.241,31.01,1474.53
632,2023-10-18,P3,20.33,19.94,20.73,0,1135.47,10,2,-2.158,27.86,577.54
633,2023-10-02,P7,21.46,28.59,27.69,0,1375.15,10,0,-2.687,13.73,380.18
634,2023-03-03,P16,11.26,13.65,11.86,0,1913.83,3,4,-0.726,70.65,837.91
635,2023-10-03,P15,38.82,51.23,44.22,1,1251.52,10,1,-2.558,8.14,359.95
636,2023-05-21,P18,18.97,20.42,21.39,0,7.69,5,6,-1.996,4.21,90.05
637,2023-07-24,P3,27.11,30.63,28.24,0,926.48,7,0,-1.229,34.97,987.55
638,2023-04-20,P1,25.66,36.15,33.34,1,1099.41,4,3,-1.004,56.59,1886.71
639,2023-01-25,P8,36.61,35.63,32.46,0,1063.78,1,2,-1.601,26.48,859.54
640,2023-10-13,P10,8.55,11.11,10.97,0,727.55,10,4,-2.437,5.38,59.02
641,2023-11-01,P12,30.32,44.58,45.96,0,400.04,11,2,-0.721,68.13,3131.25
642,2023-12-19,P7,29.93,34.72,33.68,0,1037.97,12,1,-0.84,72.2,2431.7
643,2023-01-11,P3,23.34,30.6,35.1,0,562.01,1,2,-1.274,22.99,806.95
644,2023-01-14,P19,26.14,39.03,35.02,1,1940.3,1,5,-2.422,26.03,911.57
645,2023-07-10,P2,11.28,14.71,12.15,0,55.0,7,0,-0.565,53.86,654.4
646,2023-10-21,P11,13.08,15.92,13.16,0,1910.89,10,5,-0.213,51.88,682.74
647,2023-09-01,P2,46.24,56.63,53.71,0,388.01,9,4,-2.852,4.66,250.29
648,2023-06-24,P17,34.69,48.7,45.15,0,299.95,6,5,-1.263,16.2,731.43
649,2023-10-08,P9,29.66,37.34,32.22,0,341.84,10,6,-2.949,0.0,0.0
650,2023-06-16,P9,16.96,23.28,24.01,0,197.73,6,4,-1.871,12.11,290.76
651,2023-06-13,P1,43.16,42.79,35.49,0,312.84,6,1,-1.971,19.39,688.15
652,2023-09-30,P7,9.65,13.04,14.2,0,1169.59,9,5,-1.056,34.3,487.06
653,2023-06-03,P9,40.24,38.67,36.8,1,1873.34,6,5,-2.836,33.48,1232.06
654,2023-08-26,P17,5.63,5.81,6.08,0,1320.48,8,5,-0.574,50.49,306.98
655,2023-01-16,P7,30.09,44.18,38.66,0,1879.26,1,0,-1.789,34.07,1317.15
656,2023-09-18,P14,45.56,66.44,76.19,1,674.4,9,0,-1.753,20.85,1588.56
657,2023-02-22,P9,42.86,49.13,42.03,0,1724.31,2,2,-0.526,45.59,1916.15
658,2023-12-24,P2,5.85,5.81,5.43,0,847.03,12,6,-1.413,51.41,279.16
659,2023-03-30,P16,31.43,46.53,41.2,0,270.01,3,3,-1.559,40.93,1686.32
660,2023-05-31,P9,26.93,35.55,41.92,0,1638.81,5,2,-1.176,19.56,819.96
661,2023-12-09,P8,9.5,12.69,13.87,0,571.9,12,5,-0.271,55.43,768.81
662,2023-09-02,P11,24.2,30.76,34.89,0,1232.02,9,5,-1.103,41.82,1459.1
663,2023-12-14,P19,10.65,12.57,11.13,0,1813.19,12,3,-2.059,28.75,319.99
664,2023-11-29,P19,11.48,11.06,9.91,0,237.43,11,2,-1.633,53.94,534.55
665,2023-01-04,P19,43.04,43.11,46.89,0,1057.84,1,2,-1.582,31.56,1479.85
666,2023-03-21,P5,25.07,24.99,18.0,1,476.05,3,1,-1.866,34.76,625.68
667,2023-11-18,P6,45.31,49.27,57.56,0,1283.53,11,5,-1.684,34.51,1986.4
668,2023-01-21,P13,30.82,44.01,45.99,0,1403.03,1,5,-1.844,27.06,1244.49
669,2023-04-05,P14,24.34,30.67,32.4,1,151.3,4,2,-1.979,10.24,331.78
670,2023-02-17,P20,47.36,46.26,39.08,0,1460.68,2,4,-2.44,29.41,1149.34
671,2023-03-03,P8,18.53,23.26,22.97,0,1021.62,3,4,-0.705,84.76,1946.94
672,2023-03-10,P16,10.9,15.95,13.96,0,1425.41,3,4,-2.007,16.51,230.48
673,2023-02-04,P15,12.78,15.48,13.31,0,1093.4,2,5,-1.182,27.67,368.29
674,2023-06-03,P7,27.91,39.28,36.9,0,1329.92,6,5,-0.267,27.96,1031.72
675,2023-02-09,P13,24.53,28.15,30.32,0,1998.95,2,3,-0.54,93.37,2830.98
676,2023-01-26,P2,37.44,52.48,51.75,0,435.41,1,3,-1.395,2.27,117.47
677,2023-03-04,P6,45.24,44.56,46.99,0,581.09,3,5,-2.05,19.47,914.9
678,2023-08-10,P18,40.74,51.78,61.88,0,1249.2,8,3,-2.996,4.64,287.12
679,2023-07-12,P2,13.91,18.9,22.46,0,1029.01,7,2,-1.253,28.54,641.01
680,2023-11-20,P15,44.38,48.82,39.21,0,1420.87,11,0,-2.881,31.73,1244.13
681,2023-05-26,P8,14.93,14.11,16.49,0,1561.16,5,4,-0.294,74.14,1222.57
682,2023-02-10,P10,6.0,5.46,6.38,0,756.24,2,4,-2.257,13.89,88.62
683,2023-02-07,P14,5.99,7.86,9.11,0,31.64,2,1,-1.183,30.92,281.68
684,2023-12-29,P7,10.75,14.0,16.6,0,108.53,12,4,-0.309,101.35,1682.41
685,2023-01-27,P11,38.84,54.37,55.78,0,1005.33,1,4,-1.037,35.99,2007.52
686,2023-10-23,P19,32.08,28.89,34.16,0,1361.41,10,0,-2.092,14.02,478.92
687,2023-02-16,P3,26.32,33.79,35.92,0,1851.0,2,3,-2.979,18.54,665.96
688,2023-12-04,P18,15.09,19.19,21.63,0,824.63,12,0,-0.888,53.95,1166.94
689,2023-05-29,P1,10.83,10.16,11.13,0,165.31,5,0,-1.676,17.5,194.78
690,2023-03-06,P20,47.05,57.87,58.78,0,993.03,3,0,-0.496,110.06,6469.33
691,2023-09-19,P1,40.02,37.26,35.17,0,1125.41,9,1,-1.927,45.4,1596.72
692,2023-08-23,P1,18.8,24.33,27.12,1,1321.4,8,2,-0.681,78.78,2136.51
693,2023-03-18,P12,21.57,30.93,26.27,0,1577.63,3,5,-1.146,40.45,1062.62
694,2023-07-29,P4,15.97,18.36,21.97,0,1077.77,7,5,-1.206,34.03,747.64
695,2023-06-21,P17,33.36,48.63,44.32,0,117.17,6,2,-2.068,8.25,365.64
696,2023-09-18,P11,43.57,47.52,49.35,0,1863.75,9,0,-0.359,142.64,7039.28
697,2023-10-11,P12,40.93,60.51,49.37,0,263.45,10,2,-2.539,2.42,119.48
698,2023-08-02,P8,33.28,31.49,28.67,1,610.48,8,2,-1.475,36.34,1041.87
699,2023-02-03,P11,20.48,26.2,28.95,0,1843.48,2,4,-0.898,59.41,1719.92
700,2023-07-26,P13,21.81,24.3,22.09,0,1461.23,7,2,-1.236,38.99,861.29
701,2023-08-23,P14,17.83,24.33,24.23,0,1538.49,8,2,-2.499,22.68,549.54
702,2023-01-16,P19,32.55,35.32,33.95,0,1599.83,1,0,-1.528,35.87,1217.79
703,2023-06-28,P11,13.68,13.57,13.5,0,102.11,6,2,-2.812,8.45,114.07
704,2023-11-24,P17,33.43,38.79,41.25,0,1102.92,11,4,-1.031,68.18,2812.42
705,2023-08-15,P11,48.96,68.01,71.19,0,1634.55,8,1,-2.488,9.4,669.19
706,2023-07-14,P11,32.36,46.16,37.94,0,1915.9,7,4,-1.65,29.09,1103.67
707,2023-05-31,P9,44.29,47.26,54.99,0,290.0,5,2,-2.794,4.85,266.7
708,2023-03-27,P5,46.58,62.12,53.22,1,845.84,3,0,-1.264,39.77,2116.56
709,2023-01-23,P1,44.28,56.71,64.39,0,1460.0,1,0,-0.281,24.34,1567.25
710,2023-06-20,P1,26.45,36.63,33.22,1,415.4,6,1,-1.908,11.55,383.69
711,2023-05-21,P20,36.62,36.41,37.39,0,1135.55,5,6,-1.525,15.12,565.34
712,2023-03-20,P18,34.02,31.86,33.23,1,1430.66,3,0,-1.0,26.48,879.93
713,2023-05-19,P5,41.13,54.05,59.38,0,406.28,5,4,-2.001,5.83,346.19
714,2023-02-07,P4,13.64,14.95,14.06,0,1242.32,2,1,-0.554,32.18,452.45
715,2023-10-12,P2,18.42,22.16,26.08,0,1074.58,10,3,-2.567,11.44,298.36
716,2023-11-25,P7,40.54,44.93,38.38,1,1393.07,11,5,-1.959,32.73,1256.18
717,2023-07-06,P20,38.57,46.23,50.14,0,1307.71,7,3,-0.681,86.27,4325.58
718,2023-02-10,P1,33.61,41.72,41.21,0,254.65,2,4,-1.75,12.69,522.95
719,2023-06-25,P20,45.48,50.28,46.93,1,516.67,6,6,-2.99,13.19,619.01
720,2023-09-07,P4,19.66,29.25,23.52,0,1355.97,9,3,-2.713,15.51,364.8
721,2023-12-15,P4,20.36,21.8,22.41,0,1819.79,12,4,-1.594,30.59,685.52
722,2023-03-06,P13,23.84,35.48,39.11,0,837.0,3,0,-2.598,10.15,396.97
723,2023-06-29,P12,11.29,15.12,15.37,1,1772.89,6,3,-2.206,33.83,519.97
724,2023-09-20,P4,32.31,40.87,40.05,0,823.56,9,2,-1.876,12.78,511.84
725,2023-03-10,P5,31.05,30.06,31.65,0,1166.32,3,4,-1.279,14.17,448.48
726,2023-10-10,P20,25.25,31.17,26.29,0,462.52,10,1,-0.729,88.44,2325.09
727,2023-06-24,P3,7.66,8.08,7.94,0,566.15,6,5,-2.532,16.52,131.17
728,2023-07-03,P12,30.15,39.95,45.68,1,1151.06,7,0,-0.454,48.12,2198.12
729,2023-09-20,P9,15.73,23.35,19.36,0,1502.14,9,2,-1.011,26.48,512.65
730,2023-02-08,P8,13.08,17.47,18.99,0,951.77,2,2,-2.551,7.01,133.12
731,2023-05-14,P2,15.27,16.4,14.47,0,1867.03,5,6,-1.516,29.84,431.78
732,2023-02-17,P7,13.3,13.44,14.27,0,776.68,2,4,-2.315,13.74,196.07
733,2023-11-25,P12,29.7,39.45,31.66,1,631.36,11,5,-2.3,28.05,888.06
734,2023-04-09,P13,10.15,13.41,13.92,1,157.11,4,6,-2.081,10.84,150.89
735,2023-12-18,P2,18.55,25.44,20.59,1,407.38,12,0,-2.039,23.6,485.92
736,2023-07-26,P18,35.99,34.58,33.67,0,1523.63,7,2,-2.785,20.03,674.41
737,2023-09-26,P8,5.02,6.55,7.65,0,1329.85,9,1,-1.45,12.54,95.93
738,2023-08-05,P18,45.67,55.09,59.61,0,50.59,8,5,-2.184,11.78,702.21
739,2023-05-12,P11,40.25,53.25,54.5,1,1468.21,5,4,-2.927,9.24,503.58
740,2023-03-13,P11,24.08,32.85,32.47,0,1927.73,3,0,-1.107,28.13,913.38
741,2023-05-08,P8,19.69,19.8,20.41,0,1988.59,5,0,-1.22,72.59,1481.56
742,2023-08-04,P7,38.38,35.83,31.31,1,507.61,8,4,-2.278,4.89,153.11
743,2023-05-28,P15,31.84,34.53,33.49,0,935.33,5,6,-1.34,32.82,1099.14
744,2023-11-03,P7,26.62,26.72,29.99,1,1686.92,11,4,-2.731,11.75,352.38
745,2023-08-23,P19,39.59,58.34,63.63,1,795.7,8,2,-1.401,20.55,1307.6
746,2023-11-26,P17,38.43,55.13,45.08,0,1941.31,11,6,-0.759,81.1,3655.99
747,2023-09-14,P6,18.79,23.46,24.15,0,1491.49,9,3,-1.665,24.89,601.09
748,2023-01-23,P3,40.51,51.99,58.95,0,1515.08,1,0,-2.857,16.92,997.43
749,2023-01-26,P1,10.66,14.29,12.42,1,1705.59,1,3,-1.76,32.67,405.76
750,2023-06-14,P16,8.21,10.35,9.74,0,1365.23,6,2,-0.582,40.36,393.11
751,2023-09-28,P18,32.72,42.86,43.96,0,990.39,9,3,-2.657,20.33,893.71
752,2023-11-21,P4,27.5,28.52,33.65,0,293.42,11,1,-1.719,20.96,705.3
753,2023-11-15,P5,11.38,14.83,14.23,0,139.29,11,2,-1.289,12.81,182.29
754,2023-02-11,P9,46.78,60.02,69.32,0,844.07,2,5,-0.854,44.64,3094.44
755,2023-08-02,P4,12.44,12.09,10.07,0,592.34,8,2,-2.029,45.49,458.08
756,2023-06-14,P18,11.89,12.98,12.11,1,1192.87,6,2,-1.946,42.36,512.98
757,2023-08-07,P9,41.47,47.79,40.38,0,165.65,8,0,-2.046,17.29,698.17
758,2023-07-02,P15,10.83,12.18,8.95,1,316.64,7,6,-2.721,26.15,234.04
759,2023-07-07,P19,24.69,27.43,26.09,1,451.32,7,4,-0.947,48.81,1273.45
760,2023-04-02,P9,34.61,50.56,51.43,0,608.68,4,6,-1.725,21.01,1080.54
761,2023-12-01,P15,24.45,32.29,33.71,0,948.53,12,4,-0.551,110.28,3717.54
762,2023-01-31,P18,34.28,48.57,39.59,0,240.04,1,1,-2.875,4.76,188.45
763,2023-06-22,P13,31.81,39.26,44.35,0,1634.63,6,3,-2.028,21.66,960.62
764,2023-06-15,P2,6.13,8.77,8.02,1,902.98,6,3,-1.657,18.78,150.62
765,2023-07-22,P3,42.06,62.17,51.18,0,604.95,7,5,-1.214,28.83,1475.52
766,2023-04-17,P6,7.79,7.95,9.51,0,1725.89,4,0,-2.412,19.64,186.78
767,2023-12-11,P20,14.95,17.15,14.46,0,1485.79,12,0,-1.95,47.19,682.37
768,2023-02-12,P7,19.47,27.05,30.36,0,1294.51,2,6,-2.609,0.0,0.0
769,2023-12-09,P19,8.57,12.16,10.32,1,1183.41,12,5,-1.201,53.11,548.1
770,2023-09-30,P15,30.28,41.99,47.87,0,1738.39,9,5,-2.038,12.59,602.68
771,2023-03-16,P13,10.22,13.1,12.15,0,1068.72,3,3,-1.797,25.38,308.37
772,2023-09-17,P7,32.39,45.9,44.42,0,1722.98,9,6,-0.3,79.41,3527.39
773,2023-03-02,P9,48.75,59.49,52.8,0,1402.53,3,3,-2.045,32.63,1722.86
774,2023-06-03,P14,16.51,15.07,12.25,0,1880.55,6,5,-2.743,22.5,275.62
775,2023-10-12,P5,48.94,73.17,76.9,1,1884.08,10,3,-1.922,21.33,1640.28
776,2023-10-26,P6,40.8,60.64,59.55,0,704.33,10,3,-0.326,70.43,4194.11
777,2023-08-10,P5,36.52,42.18,37.12,0,154.54,8,3,-0.494,72.09,2675.98
778,2023-03-18,P18,9.41,10.78,12.26,0,1619.29,3,5,-0.836,57.6,706.18
779,2023-03-28,P14,14.72,20.82,24.33,0,1293.62,3,1,-0.523,64.88,1578.53
780,2023-03-26,P16,32.34,44.92,45.99,0,431.43,3,6,-0.953,50.15,2306.4
781,2023-07-29,P16,6.18,9.27,10.4,0,913.23,7,5,-2.449,6.41,66.66
782,2023-10-21,P17,31.91,37.81,33.96,0,1092.32,10,5,-0.233,19.96,677.84
783,2023-06-07,P6,46.26,43.6,41.8,1,914.63,6,2,-2.41,29.19,1220.14
784,2023-01-28,P19,19.98,23.26,19.01,0,415.37,1,5,-2.434,17.73,337.05
785,2023-04-13,P9,41.72,47.74,43.89,1,1905.89,4,3,-2.101,31.65,1389.12
786,2023-04-28,P8,28.24,33.86,35.2,1,22.65,4,4,-1.301,32.74,1152.45
787,2023-04-05,P14,12.65,11.69,10.87,0,1211.57,4,2,-1.553,24.44,265.66
788,2023-08-30,P17,35.55,50.28,43.44,1,1701.57,8,2,-2.705,19.65,853.6
789,2023-04-15,P9,27.16,30.14,33.74,0,664.59,4,5,-0.797,79.01,2665.8
790,2023-08-28,P20,22.93,24.69,24.34,0,527.88,8,0,-1.825,29.16,709.75
791,2023-01-04,P19,36.0,46.76,38.29,1,825.96,1,2,-2.33,16.88,646.34
792,2023-07-14,P10,25.33,28.02,29.76,1,1786.46,7,4,-1.706,25.95,772.27
793,2023-03-26,P1,10.97,10.38,9.32,0,685.82,3,6,-2.774,13.22,123.21
794,2023-09-12,P13,46.28,57.02,63.43,0,754.82,9,1,-1.664,29.6,1877.53
795,2023-03-25,P1,5.72,5.53,2.76,1,1607.73,3,5,-0.313,31.45,86.8
796,2023-10-25,P14,11.63,14.66,17.44,0,1339.46,10,2,-1.452,22.95,400.25
797,2023-12-18,P6,46.37,60.68,50.37,0,845.2,12,0,-1.74,32.05,1614.36
798,2023-08-21,P12,5.1,7.05,7.83,0,1950.23,8,0,-0.905,45.97,359.95
799,2023-01-15,P10,10.33,10.04,9.95,0,665.86,1,6,-2.529,21.79,216.81
800,2023-01-15,P3,11.38,12.26,11.07,1,503.41,1,6,-2.12,24.98,276.53
801,2023-06-20,P11,45.69,66.02,74.97,0,1992.72,6,1,-0.302,83.72,6276.49
802,2023-12-01,P19,45.15,46.75,38.06,0,949.71,12,4,-0.825,82.42,3136.91
803,2023-05-12,P3,18.5,23.44,17.13,1,1097.56,5,4,-2.185,16.49,282.47
804,2023-04-10,P4,24.92,30.47,26.53,0,247.66,4,0,-2.033,0.0,0.0
805,2023-05-17,P18,27.99,37.64,38.0,0,426.35,5,2,-2.669,14.51,551.38
806,2023-12-29,P1,20.66,19.5,20.55,1,1959.68,12,4,-1.53,43.32,890.23
807,2023-10-02,P3,25.12,26.16,21.9,0,633.39,10,0,-0.894,27.58,604.0
808,2023-10-06,P7,36.01,34.79,28.13,1,486.68,10,4,-2.055,33.01,928.57
809,2023-06-27,P1,34.27,34.73,39.32,1,1630.48,6,1,-0.419,127.11,4997.97
810,2023-03-14,P18,38.82,36.28,41.05,0,527.99,3,1,-1.668,11.68,479.46
811,2023-10-21,P12,36.01,40.18,45.66,1,351.14,10,5,-1.183,52.66,2404.46
812,2023-10-02,P7,9.82,9.04,7.41,1,1773.7,10,0,-0.267,148.92,1103.5
813,2023-01-31,P8,49.46,74.02,79.72,1,1785.47,1,1,-0.748,37.79,3012.62
814,2023-05-09,P7,48.28,46.04,38.62,0,84.19,5,1,-1.014,51.84,2002.06
815,2023-02-22,P6,5.35,5.38,6.13,0,297.49,2,2,-0.55,91.8,562.73
816,2023-08-06,P14,30.55,35.25,32.66,0,1619.78,8,6,-2.209,35.41,1156.49
817,2023-05-30,P13,47.87,47.39,42.06,0,446.32,5,1,-2.342,14.64,615.76
818,2023-08-10,P15,46.11,53.59,57.07,0,618.06,8,3,-1.885,25.45,1452.43
819,2023-01-15,P16,33.66,35.3,41.34,0,32.87,1,6,-1.239,37.65,1556.45
820,2023-06-25,P15,32.6,29.67,34.96,0,1849.28,6,6,-2.746,21.51,751.99
821,2023-08-06,P19,12.71,15.52,18.22,0,924.55,8,6,-0.642,11.06,201.51
822,2023-10-05,P11,25.72,30.52,24.4,1,90.71,10,3,-0.69,37.69,919.64
823,2023-08-10,P16,33.62,44.5,37.82,0,709.47,8,3,-1.312,43.29,1637.23
824,2023-09-11,P18,40.09,39.14,33.05,0,574.89,9,0,-0.501,99.51,3288.81
825,2023-08-27,P20,10.26,11.17,10.59,1,1133.77,8,6,-0.337,135.08,1430.5
826,2023-01-20,P12,6.91,9.04,10.52,0,87.93,1,4,-1.955,19.2,201.98
827,2023-02-22,P13,32.99,43.13,38.46,0,829.63,2,2,-2.003,17.43,670.36
828,2023-12-02,P6,42.6,61.29,53.8,0,1340.5,12,5,-0.43,27.41,1474.66
829,2023-07-12,P2,12.52,12.33,10.09,1,1935.3,7,2,-2.946,28.45,287.06
830,2023-06-23,P5,36.0,32.61,30.98,1,196.47,6,4,-0.797,54.69,1694.3
831,2023-02-05,P4,42.96,58.75,57.93,0,1092.72,2,6,-0.373,83.97,4864.38
832,2023-10-18,P8,47.19,57.09,64.68,0,1124.85,10,2,-0.609,53.03,3429.98
833,2023-03-28,P3,34.91,43.1,44.8,0,817.57,3,1,-1.511,24.64,1103.87
834,2023-09-18,P3,41.22,58.85,58.48,0,108.51,9,0,-1.723,6.85,400.59
835,2023-05-24,P8,10.94,11.42,11.18,0,1448.5,5,2,-2.977,23.53,263.07
836,2023-08-12,P5,37.91,35.34,28.29,0,1626.4,8,5,-2.568,23.06,652.37
837,2023-12-09,P3,21.06,27.64,33.14,0,124.65,12,5,-0.692,65.59,2173.65
838,2023-06-29,P16,8.06,8.48,9.36,0,515.31,6,3,-0.299,60.27,564.13
839,2023-05-22,P8,21.85,30.85,31.96,0,538.93,5,0,-1.412,26.79,856.21
840,2023-11-05,P11,10.4,14.76,17.33,0,895.62,11,6,-0.622,22.66,392.7
841,2023-07-20,P7,25.79,36.77,44.04,0,307.36,7,3,-1.817,5.75,253.23
842,2023-01-29,P14,12.7,18.75,19.43,1,772.67,1,6,-1.4,13.0,252.59
843,2023-04-13,P11,30.01,27.58,32.34,0,1261.18,4,3,-2.859,10.49,339.25
844,2023-06-13,P3,11.82,17.04,19.95,0,1274.98,6,1,-0.581,77.47,1545.53
845,2023-03-24,P9,30.28,36.92,34.18,0,947.37,3,4,-1.252,26.37,901.33
846,2023-01-27,P14,6.4,7.53,7.63,0,1220.25,1,4,-1.784,33.27,253.85
847,2023-11-08,P18,24.78,27.05,24.75,0,1343.17,11,2,-2.034,30.79,762.05
848,2023-05-10,P17,10.7,14.8,16.63,0,289.73,5,2,-1.92,6.56,109.09
849,2023-09-01,P2,34.58,49.02,41.0,0,406.44,9,4,-1.645,19.38,794.58
850,2023-09-22,P2,34.33,43.1,40.87,0,517.98,9,4,-0.362,137.18,5606.55
851,2023-12-15,P11,27.46,32.73,35.51,0,1142.87,12,4,-2.201,21.6,767.02
852,2023-05-18,P16,35.3,47.18,43.15,0,1690.76,5,3,-2.686,30.98,1336.79
853,2023-08-09,P15,17.06,19.95,17.93,0,1057.22,8,2,-1.773,38.71,694.07
854,2023-02-16,P4,30.99,31.45,33.13,0,185.96,2,3,-1.33,7.75,256.76
855,2023-07-29,P1,29.37,27.59,29.7,0,374.86,7,5,-0.726,78.41,2328.78
856,2023-12-17,P8,39.22,43.44,39.05,0,1624.11,12,6,-2.124,53.54,2090.74
857,2023-03-13,P10,30.54,35.01,36.16,0,1535.83,3,0,-2.161,9.64,348.58
858,2023-05-13,P5,40.52,59.1,60.16,1,700.6,5,5,-1.628,15.32,921.65
859,2023-12-23,P4,27.67,29.55,32.68,0,988.99,12,5,-0.991,57.71,1885.96
860,2023-04-30,P13,30.74,42.13,37.08,1,749.82,4,6,-1.09,43.02,1595.18
861,2023-02-13,P7,30.34,42.26,41.25,0,634.8,2,0,-0.362,119.58,4932.68
862,2023-08-17,P16,37.7,54.93,62.52,0,107.39,8,3,-2.221,0.0,0.0
863,2023-01-15,P4,14.8,16.24,15.54,0,1633.71,1,6,-1.578,34.34,533.64
864,2023-02-24,P7,35.39,38.4,31.93,0,1430.91,2,4,-0.478,142.64,4554.5
865,2023-07-05,P9,18.42,22.03,23.67,0,1913.06,7,2,-2.053,35.2,833.18
866,2023-04-24,P11,44.24,46.36,50.14,0,1277.35,4,0,-1.396,27.87,1397.4
867,2023-06-10,P3,23.73,28.81,27.02,0,1573.79,6,5,-2.383,21.59,583.36
868,2023-10-31,P2,9.94,13.47,12.96,0,1788.77,10,1,-0.583,45.82,593.83
869,2023-09-25,P3,27.95,40.0,44.7,0,184.74,9,0,-1.591,10.6,473.82
870,2023-12-31,P12,19.22,23.23,22.44,0,1907.82,12,6,-1.244,52.68,1182.14
871,2023-08-16,P17,41.09,51.11,48.18,1,1370.4,8,2,-0.892,27.53,1326.4
872,2023-09-18,P19,8.43,12.45,10.28,0,692.98,9,0,-0.345,83.14,854.68
